1956	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303
1957	0.468	0.468	0.468	0.468	0.468	0.468	0.468	0.468	0.468	0.468	0.468	0.468
1958	0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385
1959	0.324	0.324	0.324	0.324	0.324	0.324	0.324	0.324	0.324	0.324	0.324	0.324
1960	0.273	0.273	0.273	0.273	0.273	0.273	0.273	0.273	0.273	0.273	0.273	0.273
1961	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328
1962	0.372	0.372	0.372	0.372	0.372	0.372	0.372	0.372	0.372	0.372	0.372	0.372
1963	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402
1964	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597
1965	0.481	0.481	0.481	0.481	0.481	0.481	0.481	0.481	0.481	0.481	0.481	0.481
1966	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39
1967	0.382	0.382	0.382	0.382	0.382	0.382	0.382	0.382	0.382	0.382	0.382	0.382
1968	0.429	0.429	0.429	0.429	0.429	0.429	0.429	0.429	0.429	0.429	0.429	0.429
1969	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489
1970	0.576	0.576	0.576	0.576	0.576	0.576	0.576	0.576	0.576	0.576	0.576	0.576
1971	0.538	0.538	0.538	0.538	0.538	0.538	0.538	0.538	0.538	0.538	0.538	0.538
1972	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428
1973	0.392	0.392	0.392	0.392	0.392	0.392	0.392	0.392	0.392	0.392	0.392	0.392
1974	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444
1975	0.464	0.464	0.464	0.464	0.464	0.464	0.464	0.464	0.464	0.464	0.464	0.464
1976	0.778	0.778	0.778	0.778	0.778	0.778	0.778	0.778	0.778	0.778	0.778	0.778
1977	0.915	0.915	0.915	0.915	0.915	0.915	0.915	0.915	0.915	0.915	0.915	0.915
1978	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983
1979	1.453	1.453	1.453	1.453	1.453	1.453	1.453	1.453	1.453	1.453	1.453	1.453
1980	1.481	1.481	1.481	1.481	1.481	1.481	1.481	1.481	1.481	1.481	1.481	1.481
1981	1.877	1.877	1.877	1.877	1.877	1.877	1.877	1.877	1.877	1.877	1.877	1.877
1982	1.407	1.407	1.407	1.407	1.407	1.407	1.407	1.407	1.407	1.407	1.407	1.407
1983	2.197	2.197	2.197	2.197	2.197	2.197	2.197	2.197	2.197	2.197	2.197	2.197
1984	2.486	2.486	2.486	2.486	2.486	2.486	2.486	2.486	2.486	2.486	2.486	2.486
1985	1.828	1.828	1.828	1.828	1.828	1.828	1.828	1.828	1.828	1.828	1.828	1.828
1986	1.882	1.882	1.882	1.882	1.882	1.882	1.882	1.882	1.882	1.882	1.882	1.882
1987	1.817	1.817	1.817	1.817	1.817	1.817	1.817	1.817	1.817	1.817	1.817	1.817
1988	2.161	2.161	2.161	2.161	2.161	2.161	2.161	2.161	2.161	2.161	2.161	2.161
1989	1.927	1.927	1.927	1.927	1.927	1.927	1.927	1.927	1.927	1.927	1.927	1.927
1990	2.04	2.04	2.04	2.04	2.04	2.04	2.04	2.04	2.04	2.04	2.04	2.04
1991	2.033	2.033	2.033	2.033	2.033	2.033	2.033	2.033	2.033	2.033	2.033	2.033
1992	2.089	2.089	2.089	2.089	2.089	2.089	2.089	2.089	2.089	2.089	2.089	2.089
1993	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5
1994	2.159	2.159	2.159	2.159	2.159	2.159	2.159	2.159	2.159	2.159	2.159	2.159
1995	1.401	1.401	1.401	1.401	1.401	1.401	1.401	1.401	1.401	1.401	1.401	1.401
1996	1.682	1.682	1.682	1.682	1.682	1.682	1.682	1.682	1.682	1.682	1.682	1.682
1997	1.717	1.717	1.717	1.717	1.717	1.717	1.717	1.717	1.717	1.717	1.717	1.717
1998	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685
1999	1.502	1.502	1.502	1.502	1.502	1.502	1.502	1.502	1.502	1.502	1.502	1.502
2000	1.566	1.566	1.566	1.566	1.566	1.566	1.566	1.566	1.566	1.566	1.566	1.566
2001	1.882	1.882	1.882	1.882	1.882	1.882	1.882	1.882	1.882	1.882	1.882	1.882
2002	1.573	1.573	1.573	1.573	1.573	1.573	1.573	1.573	1.573	1.573	1.573	1.573
2003	2.025	2.025	2.025	2.025	2.025	2.025	2.025	2.025	2.025	2.025	2.025	2.025
2004	1.344	1.344	1.344	1.344	1.344	1.344	1.344	1.344	1.344	1.344	1.344	1.344
2005	1.612	1.612	1.612	1.612	1.612	1.612	1.612	1.612	1.612	1.612	1.612	1.612
2006	1.297	1.297	1.297	1.297	1.297	1.297	1.297	1.297	1.297	1.297	1.297	1.297
2007	1.741	1.741	1.741	1.741	1.741	1.741	1.741	1.741	1.741	1.741	1.741	1.741
2008	1.617	1.617	1.617	1.617	1.617	1.617	1.617	1.617	1.617	1.617	1.617	1.617
2009	1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425
